,t,vdz_subsurfstor,overland_flow,surf_stor,vdz_et,dom_tot,bndy_flux,exp_wb,dom_tot_chg,diff,pc_diff,prcp_v
0,0,3075064.276604352,-72.99765140024475,89885.78148312624,654.3768378594809,3164950.0580874784,581.3791864592362,3166112.8164738645,581.3791999267414,1.3467505254993739e-05,4.2536403582714567e-10,914.4144000000001
1,1,3075592.2807383575,-73.02253048433423,89939.15654904762,508.90548421305084,3165531.437287405,435.88295372871664,3166403.2031947887,435.8829536549747,-7.374194410658674e-08,2.3288867328135512e-12,717.5952000000001
2,2,3075986.7755912375,-73.0563248499427,89980.54464982271,625.3579787199336,3165967.32024106,552.3016538699909,3167071.9235488847,552.3016539546661,8.467520729027456e-08,2.673611756672427e-12,862.7903999999999
3,3,3076482.3159611733,-73.06043755652775,90037.30593384134,187.85937239230773,3166519.621895015,114.79893483577999,3166749.219877259,114.79904740815982,0.00011257237983386403,3.5548245856432946e-09,281.5344
4,4,3076588.2774795005,-73.06093924202654,90046.14346292264,137.22277513251228,3166634.420942423,64.16183589048575,3166762.744613726,64.1618354129605,-4.775252477884351e-07,1.5079287155333843e-11,210.94559999999998
5,5,3076650.0204242864,-73.05355151154762,90048.56235354944,21.74297066418363,3166698.582777836,-51.310580847363994,3166595.9615997495,-51.31059723906219,-1.6391698196116522e-05,5.176441325288469e-10,56.4192
6,6,3076609.051732814,-73.04331723370937,90038.22044778297,-19.275470831227537,3166647.272180597,-92.31878806493691,3166462.6346044387,-92.31878809304908,-2.8112168592997477e-08,8.878098950474214e-13,0.0
7,7,3076531.8354424336,-73.03314595807093,90023.11795007004,-18.0257412677092,3166554.953392504,-91.05888722578013,3166372.8356135054,-91.05889177275822,-4.54697809004756e-06,1.4360210645145182e-10,0.0
8,8,3076455.920388514,-73.02304580223856,90007.97411221685,-17.25145156202399,3166463.894500731,-90.27449736426254,3166283.345525956,-90.27447741106153,1.9953201018552136e-05,6.301773669986469e-10,0.0
9,9,3076380.7492800425,-73.0130242119442,89992.87074327738,-16.550228784057957,3166373.62002332,-89.56325299600215,3166194.493519345,-89.56325097894296,2.0170591881196742e-06,6.370610498654606e-11,0.0
10,10,3076306.221401385,-73.00310918238253,89977.83537095619,-15.758456130227284,3166284.056772341,-88.76156531260982,3166106.5336207603,-88.76158626796678,-2.0955356959007077e-05,6.618651879361281e-10,0.0
11,11,3076232.377602593,-72.99309552012923,89962.91758348011,-16.263454004150848,3166195.295186073,-89.25654952428008,3166016.782084514,-89.256552034989,-2.5107089243192604e-06,7.930181983009588e-11,0.0
12,12,3076158.2129280204,-72.98270655815662,89947.82570601747,-18.461288517319414,3166106.038634038,-91.44399507547604,3165923.1506402465,-91.44399871630594,-3.6408299024515145e-06,1.1500057737393997e-10,0.0
13,13,3076082.4339231444,-72.97644658731059,89932.1607121773,41.5411044210141,3166014.5946353218,-31.435342166296493,3165951.7239486557,-31.43534450000152,-2.333705026558164e-06,7.371259040069971e-11,79.4448
14,14,3076060.132589664,-72.96589697148822,89923.02670115785,-21.46580720120764,3165983.1592908218,-94.43170417269586,3165794.295883049,-94.43170360010117,5.725946863321951e-07,1.8086920147554276e-11,0.0
15,15,3075981.58192036,-72.95761316826014,89907.1456668613,15.963449168332415,3165888.7275872217,-56.99416399992772,3165774.739259648,-56.99416357371956,4.2620816032012954e-07,1.3462997067814214e-11,55.6848
16,16,3075936.9146267073,-72.9460870926003,89894.81879694076,-23.071433129917306,3165831.733423648,-96.0175202225176,3165639.6983877574,-96.01751566817984,4.5543377638068705e-06,1.4386784971537884e-10,0.0
17,17,3075858.2226833445,-72.93449053067506,89877.49322463518,-29.752874443636546,3165735.7159079798,-102.6873649743116,3165530.3411892215,-102.68735378375277,1.1190558836915443e-05,3.53512922978694e-10,0.0
18,18,3075773.164950597,-72.92297642183235,89859.86360359871,-29.057099970850075,3165633.028554196,-101.98007639268242,3165429.0687631657,-101.97971463762224,0.0003617550601830999,1.1428310422525094e-08,0.0
19,19,3075688.7329873056,-72.91140230640355,89842.31585225297,-28.686409002493058,3165531.0488395584,-101.59781130889661,3165327.8532186276,-101.59780962206423,1.6868323768903792e-06,5.329092135511786e-11,0.0
20,20,3075604.7581539406,-72.8997419529142,89824.69287599591,-28.371052002767968,3165429.4510299363,-101.27079395568217,3165226.909453624,-101.27078235661611,1.15990660560783e-05,3.664529080501376e-10,0.0
21,21,3075521.212473051,-72.88804625465524,89806.96777452857,-27.060719070975477,3165328.1802475797,-99.94876532563072,3165128.282728523,-99.94875373085961,1.1594771109457724e-05,3.6632863106143564e-10,0.0
22,22,3075439.0057706344,-72.87619199685363,89789.22572321449,-27.152069721867427,3165228.231493849,-100.02826171872107,3165028.1749809375,-100.02825119253248,1.0526188589210506e-05,3.3257803745377094e-10,0.0
23,23,3075356.9438860607,-72.86399374536762,89771.2593565957,-29.344914108905225,3165128.2032426563,-102.20890785427285,3164923.785432803,-102.20890199905261,5.855220237549474e-06,1.8500351460276236e-10,0.0
24,24,3075273.21308996,-72.85148969924461,89752.78125069712,-31.289510826273734,3165025.9943406573,-104.14100052551834,3164817.7123462004,-104.14099393133074,6.594187595965195e-06,2.083591598416792e-10,0.0
25,25,3075188.0086105024,-72.83896600175395,89733.84473622334,-31.46274541231709,3164921.853346726,-104.30171141407104,3164713.249943528,-104.30169178405777,1.9630013269988922e-05,6.202777856837173e-10,0.0
26,26,3075102.684800106,-72.82641722106595,89714.86685483571,-31.660489243378702,3164817.551654942,-104.48690646444466,3164608.577863491,-104.48688498605043,2.147839423116693e-05,6.787061875964309e-10,0.0
27,27,3075017.221841535,-72.81385411588126,89695.84292842062,-31.746478626853882,3164713.064769956,-104.56033274273514,3164503.944126899,-104.56031031440943,2.2428325706869146e-05,7.087469664398609e-10,0.0
28,28,3074931.7141260714,-72.80157977261786,89676.79033356982,-30.060006500117968,3164608.5044596414,-102.86158627273582,3164402.781289457,-102.8615839118138,2.3609220249909413e-06,7.460877101204207e-11,0.0
29,29,3074847.4932863535,-72.78954763613179,89658.14958937612,-28.59838040787388,3164505.6428757296,-101.38792804400566,3164302.8670219467,-101.38792573893443,2.30507123433199e-06,7.28461001111877e-11,0.0
30,30,3074764.3976549893,-72.77773870086563,89639.85729500158,-27.16479746327324,3164404.2549499907,-99.94253616413886,3164204.3698798562,-99.94253397034481,2.1937940459793026e-06,6.933161672052808e-11,0.0
31,31,3074682.4242627504,-72.76608027876001,89621.88815326979,-26.222555514889354,3164304.3124160203,-98.98863579364937,3164106.335145911,-98.98863431531936,1.4783300059661997e-06,4.6721881295371425e-11,0.0
32,32,3074601.1876868093,-72.75456329671297,89604.13609489545,-25.31322348063349,3164205.323781705,-98.06778677734647,3164009.1882094475,-98.06778548005968,1.2972867864391446e-06,4.100135964438509e-11,0.0
33,33,3074520.6677025673,-72.74316759595365,89586.58829365746,-24.51455721050132,3164107.255996225,-97.25772480645497,3163912.7405477604,-97.25772365787998,1.1485749951134494e-06,3.6302360061756935e-11,0.0
34,34,3074440.782203636,-72.73153711073485,89569.21606893113,-25.922040644764728,3164009.998272567,-98.65357775549958,3163812.691121329,-98.65357348229736,4.273202222293548e-06,1.3506495609823937e-10,0.0
35,35,3074359.844942802,-72.71970876283046,89551.49975628286,-27.123858935620774,3163911.3446990848,-99.84356769845124,3163711.6575680133,-99.8435633732006,4.325250642978062e-06,1.3671443896069023e-10,0.0
36,36,3074278.011050586,-72.707686210016,89533.49008512544,-28.375973457636935,3163811.5011357116,-101.08365966765294,3163609.3338209107,-101.08365513337776,4.534275177547897e-06,1.4332601465907101e-10,0.0
37,37,3074195.226253229,-72.69513907736115,89515.19122734896,-32.112515072553634,3163710.417480578,-104.80765414991478,3163500.8021840276,-104.8076424007304,1.1749184380960287e-05,3.7139817928444487e-10,0.0
